;123;456;1B09863071     ;55.65;;84.73;84.73;;1.75;1.75;;;AE   
;123;456;1B09863080     ;73.18;;111.23;111.23;;1.75;1.75;;;AE   
;123;456;1B09863075     ;72.78;;111.32;111.32;;1.75;1.75;;;AE   
;123;456;1B09863059     ;57.95;;87.08;87.08;;1.75;1.75;;;AE   
;123;456;1B09863037     ;74.68;;111.28;111.28;;1.75;1.75;;;AE   
;123;456;1B09863098     ;62.26;;94.83;94.83;;1.75;1.75;;;AE   
;123;456;1B09863091     ;73.88;;110.98;110.98;;1.75;1.75;;;AE   
;123;456;1B09862207     ;58.9;;90.17;90.17;;1.75;1.75;;;AE   
;123;456;1B09862216     ;73.73;;112.57;112.57;;1.75;1.75;;;AE   
;123;456;1B09862193     ;72.68;;111.34;111.34;;1.75;1.75;;;AE   
;123;456;1B09862995     ;74.73;;112.57;112.57;;1.72;1.72;;;AE   
;123;456;1B09861939     ;71.98;;110.91;110.91;;1.75;1.75;;;AE   
;123;456;1B09863112     ;72.43;;112.99;112.99;;1.75;1.75;;;AE   
;123;456;1B09861932     ;72.58;;110.86;110.86;;1.75;1.75;;;AE   
;123;456;1B09861926     ;72.18;;110.87;110.87;;1.75;1.75;;;AE   
;123;456;1B09861901     ;73.13;;112.08;112.08;;1.75;1.75;;;AE   
;123;456;1B09863012     ;72.37;;109.6;109.6;;1.73;1.73;;;AE   
;123;456;1B09863006     ;72.12;;109.04;109.04;;1.72;1.72;;;AE   
;123;456;1B09862131     ;58.2;;85.98;85.98;;1.75;1.75;;;AE   
;123;456;1B09862182     ;73.63;;112.69;112.69;;1.75;1.75;;;AE   
;123;456;1B09862184     ;73.58;;112.81;112.81;;1.75;1.75;;;AE   
;123;456;1B09862143     ;74.28;;113.17;113.17;;1.75;1.75;;;AE   
;123;456;1B09862138     ;56.6;;86.19;86.19;;1.75;1.75;;;AE   
;123;456;1B09862145     ;73.78;;112.88;112.88;;1.75;1.75;;;AE   
;123;456;1B09861897     ;71.67;;110.0;110.0;;1.75;1.75;;;AME  
;123;456;1B09861937     ;72.63;;111.0;111.0;;1.75;1.75;;;AME  
;123;456;1B09863108     ;73.78;;112.95;112.95;;1.75;1.75;;;AME  
;123;456;1B09863106     ;73.28;;113.01;113.01;;1.75;1.75;;;AME  
;123;456;1B09863110     ;72.73;;113.05;113.05;;1.75;1.75;;;AME  
;123;456;1B09861921     ;73.83;;112.01;112.01;;1.75;1.75;;;AME  
;123;456;1B09863102     ;73.78;;113.82;113.82;;1.72;1.72;;;AME  
;123;456;1B09863124     ;48.08;;74.98;74.98;;1.75;1.75;;;AME  
;123;456;1B09862152     ;69.47;;105.87;105.87;;1.75;1.75;;;AME  
;123;456;1B09862164     ;74.43;;113.03;113.03;;1.75;1.75;;;AME  
;123;456;1B09862196     ;74.13;;113.24;113.24;;1.75;1.75;;;AME  
;123;456;1B09862190     ;73.53;;112.87;112.87;;1.75;1.75;;;AME  
;123;456;1B09862151     ;73.83;;113.02;113.02;;1.75;1.75;;;AME  
;123;456;1B09862159     ;72.07;;110.11;110.11;;1.75;1.75;;;AME  
;123;456;1B09862168     ;75.23;;113.98;113.98;;1.75;1.75;;;AME  
;123;456;1B09862173     ;72.98;;112.34;112.34;;1.75;1.75;;;AME  
;123;456;1B09862187     ;73.68;;112.69;112.69;;1.75;1.75;;;AME  
;123;456;1B09861996     ;65.21;;99.38;99.38;;1.75;1.75;;;AME  
;123;456;1B09861908     ;72.38;;110.91;110.91;;1.75;1.75;;;AME  
;123;456;1B09861861     ;71.52;;108.82;108.82;;1.74;1.74;;;AME  
;123;456;1B09863117     ;73.73;;114.73;114.73;;1.75;1.75;;;AME  
